queue,n,exposure,add,cancel,exec,move,lambda_move,lambda_add,lambda_add_lo,lambda_add_hi,lambda_cancel,lambda_cancel_lo,lambda_cancel_hi,lambda_exec,lambda_exec_lo,lambda_exec_hi,lambda_total
-3,12,1431.8418452490369,466.0,401.0,0.0,0.0,0.0,0.3254549387184237,0.2965726718741581,0.35639008220502,0.2800588635752959,0.25331521008076086,0.3088578310181761,0.0,0.0,0.002576317675275329,0.6055138022937196
-3,13,1531.0796457048928,455.0,402.0,0.0,0.0,0.0,0.29717591849411784,0.2704938321399591,0.32577817439982587,0.2625598224937041,0.2375176243184008,0.2895240790914666,0.0,0.0,0.0024093321758030524,0.559735740987822
-3,14,1033.3111995780564,345.0,328.0,0.0,0.0,0.0,0.33387811933217965,0.2995723775622802,0.37103551596504825,0.3174261540317534,0.28399960915796196,0.3537056385692369,0.0,0.0,0.0035699598103845747,0.651304273363933
-3,15,1059.2907493618914,308.0,238.0,0.0,0.0,0.0,0.2907605869167996,0.2591918181780601,0.32511393026119245,0.2246786353447997,0.1970385864881503,0.25511037614510784,0.0,0.0,0.0034824050491671795,0.5154392222615993
-3,16,734.9915456830204,235.0,177.0,0.0,0.0,0.0,0.31973156885990683,0.2801561364354204,0.363331006075524,0.24081909654554687,0.20664734750197525,0.2790278028423088,0.0,0.0,0.0050189413412720235,0.5605506654054537
-3,17,612.1328312800833,199.0,130.0,0.0,0.0,0.0,0.3250928390556247,0.2814916707742157,0.37353451620112776,0.21237220641824728,0.17743642090147432,0.25217474965927295,0.0,0.0,0.006026272837547047,0.537465045473872
-3,18,528.2118490559806,168.0,122.0,0.0,0.0,0.0,0.31805420552425956,0.27177724532484077,0.3699520735090673,0.2309679349640456,0.1918049103641909,0.27577603590681465,0.0,0.0,0.006983712047934357,0.5490221404883051
-3,19,386.167795917092,148.0,102.0,0.0,0.0,0.0,0.38325308729725027,0.3239959883683463,0.4502111189603448,0.2641338844886455,0.21536961671356813,0.3206405140943249,0.0,0.0,0.009552529996328116,0.6473869717858958
-3,20,353.22300396299397,161.0,122.0,0.0,0.0,0.0,0.4558027030902762,0.3881148964686223,0.5319005402300256,0.3453908681802093,0.2868262407170406,0.4123971774695858,0.0,0.0,0.0104434858792504,0.8011935712704855
-3,21,218.93124342402007,109.0,92.0,0.0,0.0,0.0,0.49787320573926386,0.40880570788308174,0.6005832677009733,0.4202232562202961,0.33875925430442866,0.5153665198125712,0.0,0.0,0.016849488434912026,0.91809646195956
-3,22,192.51586501700513,103.0,99.0,0.0,0.0,0.0,0.5350208409623898,0.4367013510153681,0.6488683695548783,0.5142433325755009,0.41795160542788545,0.6260728057010212,0.0,0.0,0.019161430949018635,1.0492641735378907
-3,23,159.84039688502526,80.0,82.0,0.0,0.0,0.0,0.5004992577536251,0.3968647840421704,0.622914650537673,0.5130117391974658,0.40801346054474324,0.6367828353759787,0.0,0.0,0.023078517859082784,1.013510996951091
-3,24,95.08721971394698,59.0,56.0,0.0,0.0,0.0,0.6204829647716174,0.47234038142883794,0.8003778172453276,0.5889329835120436,0.4448736466360849,0.7647784657743926,0.0,0.0,0.03879469254870712,1.2094159482836608
-3,25,114.95202988803067,72.0,60.0,0.0,0.0,0.0,0.626348226039434,0.49007891156913147,0.7887819304537496,0.5219568550328616,0.3983080681098503,0.6718619365127458,0.0,0.0,0.03209059864107749,1.1483050810722957
-3,26,137.01227554295474,74.0,64.0,0.0,0.0,0.0,0.5400975913052422,0.42409277572449466,0.6780430668255814,0.4671114303180473,0.3597327199399971,0.5964908683183127,0.0,0.0,0.026923714970031532,1.0072090216232894
-3,27,66.69931766307855,31.0,39.0,0.0,0.0,0.0,0.46477237078483746,0.3157902766792664,0.6597072810477356,0.5847136277615697,0.41578854868537873,0.7993227777102886,0.0,0.0,0.05530610482025842,1.0494859985464071
