queue,n,cls,exposure,add,cancel,exec,move,lambda_add,lambda_cancel,lambda_exec,lambda_move
-1,52,3,10.07599087402923,115.0,88.0,23.0,0.0,11.413269567007191,8.733632364318545,2.2826539134014383,0.0
-1,53,2,2.4337486490039737,29.0,25.0,15.0,0.0,11.915774462522425,10.272219364243469,6.163331618546081,0.0
-1,53,3,13.28102544000285,67.0,73.0,37.0,0.0,5.044791179918531,5.496563524388847,2.78592945756695,0.0
-1,54,2,1.7044881959955092,17.0,13.0,10.0,0.0,9.973668365635774,7.626922867839122,5.866863744491632,0.0
-1,54,3,5.978299659022014,65.0,60.0,38.0,0.0,10.872656726383186,10.036298516661402,6.356322393885555,0.0
-1,55,1,2.2534032900075545,58.0,51.0,2.0,0.0,25.73884588577376,22.632433451283823,0.8875464098542676,0.0
-1,55,3,14.785330658982275,88.0,46.0,29.0,0.0,5.951845246459801,3.1111918333767137,1.9614035471287978,0.0
-1,56,2,2.6850588639863417,27.0,16.0,17.0,0.0,10.055645469133127,5.958901018745557,6.331332332417154,0.0
-1,56,3,14.212731608997274,97.0,78.0,34.0,0.0,6.824866793276727,5.488037215212214,2.3922213502207086,0.0
-1,57,3,10.342802264902275,90.0,59.0,29.0,0.0,8.70170362875543,5.7044501566285595,2.8038822803767496,0.0
-1,58,2,1.7537986139941495,21.0,16.0,10.0,0.0,11.974008778678424,9.123054307564514,5.7019089422278215,0.0
-1,58,3,9.924743667033908,83.0,88.0,37.0,0.0,8.362936392573374,8.866727741523578,3.7280559822315045,0.0
-1,59,3,5.004565436996927,77.0,38.0,52.0,0.0,15.38595128175707,7.593066866321671,10.390512553913865,0.0
-1,60,3,9.287156879021495,98.0,66.0,50.0,0.0,10.552206803071188,7.106588255129576,5.383778981158769,0.0
-1,61,3,16.33869027095352,105.0,83.0,38.0,0.0,6.426463704172552,5.079966547107827,2.3257678167481615,0.0
-1,62,3,10.48764163703163,61.0,62.0,40.0,0.0,5.816369600636463,5.9117199219583725,3.8140128528763695,0.0
-1,63,3,3.7848825569672044,38.0,38.0,46.0,0.0,10.03994164364484,10.03994164364484,12.153613568622701,0.0
-1,64,3,2.4304053910527728,45.0,31.0,26.0,0.0,18.515429633945743,12.75507374782929,10.697803788501984,0.0
-1,65,3,3.9811355820202152,31.0,30.0,39.0,0.0,7.786722999338079,7.5355383864562056,9.796199902393067,0.0
-1,66,3,4.509571928982041,63.0,48.0,33.0,0.0,13.970283874421131,10.644025809082766,7.317767743744402,0.0
-1,67,3,8.670036847979645,63.0,54.0,15.0,0.0,7.266405103535485,6.228347231601844,1.7300964532227343,0.0
-1,68,3,3.8962885460277903,44.0,36.0,20.0,0.0,11.29279812832583,9.23956210499386,5.133090058329922,0.0
